supplier_id,product_id,supplier_name,product_name,supplier_score,product_cost_score,moq_score,images_quality_score,supplier_response_time_score,supplier_tenure_score,place_of_origin_score,classification
3003,3,BrandLab CO Ltd,Makeup puff,0.6988153844810294,0.5025125628140703,1.0,0.8,0.5,0.3562071871080222,1.0,Review
3005,3,Cando Korea,Makeup puff,0.5826212577782349,0.5434782608695653,0.9102392266268373,0.2,0.043478260869565216,0.3562071871080222,1.0,Review
3002,3,Cando Korea,Makeup puff,0.5539091987134277,0.4716981132075471,0.9102392266268373,0.2,0.043478260869565216,0.3562071871080222,1.0,Review
3004,3,Paradine Inc,Makeup puff,0.5358821273434523,0.4166666666666667,0.9102392266268373,0.2,0.08333333333333333,0.3562071871080222,1.0,Avoid
3007,3, Paradine Inc,Makeup puff,0.5324807667992346,0.4081632653061224,0.9102392266268373,0.2,0.08333333333333333,0.3562071871080222,1.0,Avoid
3008,3,Cando Korea,Makeup puff,0.5278315794466689,0.4065040650406504,0.9102392266268373,0.2,0.043478260869565216,0.3562071871080222,1.0,Avoid
3000,3, Wishglam Co Ltd,Makeup puff,0.4601664535942692,0.4347826086956522,0.4170323914242463,0.6,0.3333333333333333,0.3562071871080222,1.0,Avoid
3006,3,KBEAUTY CITY,Makeup puff,0.3856695419958903,0.4347826086956522,0.1447438839476537,0.6,0.08333333333333333,1.0,1.0,Avoid
3010,3,coslife corporation Ltd,Makeup puff,0.38190182838815934,0.25252525252525254,0.2769378934088574,0.8,0.5,0.3562071871080222,1.0,Avoid
3001,3, Wonnie's Choice,Makeup puff,0.3628140789560606,0.25,0.21667906533553166,0.8,0.5,0.3562071871080222,1.0,Avoid
3009,3, KOTRA (Korea Trade and Investment Promotion Agency),Makeup puff,0.35813099768674894,0.14285714285714285,0.25433477814404226,1.0,0.3333333333333333,0.8270874753469162,1.0,Avoid
