product_id,product_name,product_category,product_score,demand_growth,low_competition_score,expected_margin,logistics_simplicity,supplier_reliability,tiktok_virality,compliance_safety,classification,classification_reason
4,Product 4,Pets,0.5165417537833844,0.24025428464977644,0.8421052631578947,0.30588235294117644,0.6233997634177807,0.798121832353228,0.5972849982402517,0.5,Investigate,"Product has a medium score, needs further investigation"
1,Product 1,Home,0.5101170078875459,0.24022459893048126,1.0,0.18857142857142856,0.6344601490486761,0.6886714527597362,0.550334122597987,0.5,Investigate,"Product has a medium score, needs further investigation"
2,Product 2,Fitness,0.4925319158881422,0.23928386858619416,0.9473684210526316,0.19999999999999998,0.48159869847454123,0.7302737187448047,0.5705002280913267,0.5,Investigate,"Product has a medium score, needs further investigation"
5,Product 5,Office,0.49189185160199245,0.24084249084249082,0.7894736842105263,0.2962025316455696,0.4711077593687092,0.8172303610066519,0.6071217368261441,0.5,Investigate,"Product has a medium score, needs further investigation"
3,Product 3,Kitchen,0.47402188125265077,0.23965811965811964,0.8947368421052632,0.20701754385964902,0.3357646499762913,0.7663721887137058,0.5854279027613867,0.5,Investigate,"Product has a medium score, needs further investigation"
6,Product 6,Travel,0.4669459652941172,0.24137075765914512,0.736842105263158,0.2888888888888888,0.3250643985513306,0.823978951918053,0.6155274200198319,0.5,Investigate,"Product has a medium score, needs further investigation"
8,Product 8,Electronics,0.4476987274790019,0.24223458129860737,0.631578947368421,0.3357142857142857,0.4608612477209821,0.7465748738968822,0.6293782337602232,0.19999999999999996,Investigate,"Product has a medium score, needs further investigation"
9,Product 9,Home,0.43999712445702666,0.24258451676925347,0.5789473684210527,0.326829268292683,0.3146723733767396,0.7820528542395027,0.6352314516034183,0.5,Investigate,"Product has a medium score, needs further investigation"
12,Product 12,Pets,0.43698242534304366,0.24339871142502723,0.42105263157894735,0.34871794871794876,0.7844034429655908,0.8803344912480349,0.30704838006045004,0.5,Investigate,"Product has a medium score, needs further investigation"
16,Product 16,Electronics,0.4214347711348839,0.24412717521205582,0.21052631578947367,0.3559999999999999,0.6223921311945452,0.8264128921204603,0.9221721184247467,0.19999999999999996,Investigate,"Product has a medium score, needs further investigation"
17,Product 17,Home,0.413350674817892,0.24426776186984464,0.1578947368421053,0.34976303317535545,0.4704807584706227,0.861633584740102,0.9254074602586622,0.5,Investigate,"Product has a medium score, needs further investigation"
13,Product 13,Office,0.4120750065772203,0.24361110401063368,0.368421052631579,0.3413173652694611,0.6325358965548888,0.8984941037773829,0.3112154696112662,0.5,Investigate,"Product has a medium score, needs further investigation"
7,Product 7,Gaming,0.3995289018535175,0.24183281202704068,0.6842105263157895,0.2831683168316832,0.1729802481337387,0.4101030203505772,0.6228660336883116,0.5,Reject,Product has a low score
18,Product 18,Fitness,0.3908555716535508,0.24439599616070207,0.10526315789473684,0.34414414414414424,0.32403794572452305,0.8962416384990695,0.9284715378323976,0.5,Reject,Product has a low score
10,Product 10,Fitness,0.3825938687584214,0.2428907168037603,0.5263157894736843,0.31940298507462683,0.16272141844810903,0.8168631867819607,0.29768974124812053,0.5,Reject,Product has a low score
15,Product 15,Gaming,0.3787670296320759,0.24397240756185712,0.26315789473684215,0.3291005291005291,0.33420032120208765,0.4902768809671453,0.9187452275721407,0.5,Reject,Product has a low score
14,Product 14,Travel,0.36510301950977986,0.2438012658599009,0.3157894736842105,0.3348314606741573,0.4805768077088632,0.6946056830278784,0.3151026709945686,0.5,Reject,Product has a low score
11,Product 11,Kitchen,0.3594852643292709,0.24316017522899241,0.4736842105263158,0.31310344827586206,0.01069804524153454,0.8501208943424251,0.3025579480319124,0.5,Reject,Product has a low score
20,Product 20,Pets,0.33368362677188335,0.24462130522468017,0.0,0.36065573770491804,0.46040145662927123,0.9594177509632066,0.33415232165481884,0.5,Reject,Product has a low score
19,Product 19,Kitchen,0.3077651990411535,0.24451341227251092,0.052631578947368474,0.33905579399141633,0.17227522551624017,0.9293369132318419,0.33138157510460603,0.5,Reject,Product has a low score
