product_id,product_name,product_category,product_score,demand_growth,low_competition_score,expected_margin,logistics_simplicity,supplier_reliability,tiktok_virality,compliance_safety,classification,classification_reason
19,Product 19,Kitchen,2.207066109704763,0.4,0.9993999249906238,0.9784671532846715,0.014288763362041573,16.450638177134994,0.4,0.5,Great product,Product has an excellent score
17,Product 17,Home,2.0815561005292604,0.5,0.9989682845884551,0.9752032520325203,0.08540524995687204,14.881812682093782,0.4,0.5,Great product,Product has an excellent score
13,Product 13,Office,1.836338568821334,0.6333333333333333,0.9993341235418834,0.9736842105263158,0.23522470128619558,11.798790985457414,0.55,0.5,Great product,Product has an excellent score
11,Product 11,Kitchen,1.6759893122079181,0.65,0.9989024831397149,0.9728395061728395,0.3064465467367562,10.234962596717315,0.4,0.5,Great product,Product has an excellent score
9,Product 9,Home,1.4269169895969949,0.25,0.9996999624953119,0.9708955223880597,0.38523119284749874,8.667747733355705,0.4,0.5,Great product,Product has an excellent score
7,Product 7,Gaming,1.3449443756401238,0.5,0.9992683220931432,0.9688679245283018,0.45660832175981886,7.156562941398529,0.4,0.5,Great product,Product has an excellent score
3,Product 3,Kitchen,1.0425566114899727,0.4833333333333333,0.9996341610465715,0.956,0.6074274779078257,4.048536981565426,0.4,0.5,Great product,Product has an excellent score
1,Product 1,Home,0.8966987993540935,0.5,0.9992025206444028,0.8909090909090909,0.6798420652570722,2.503083697441334,0.5038390077355407,0.5,Great product,Product has an excellent score
16,Product 16,Electronics,0.7741353775123507,0.9750000000000001,0.6007082424251733,0.9972189349112426,0.7796506606194303,0.5480857077819545,0.6802630520492896,0.19999999999999996,Great product,Product has an excellent score
8,Product 8,Electronics,0.7321453218228953,0.7,0.79357655615755,0.9961855670103092,0.7539902662418281,0.4743317418056275,0.6636069638457772,0.19999999999999996,Test,"Product has a good score, ready for testing on small scale"
4,Product 4,Pets,0.6381449743805649,0.2,0.8900107130237385,0.9952459016393442,0.742896721612856,0.42485727509930216,0.6931825177673261,0.5,Test,"Product has a good score, ready for testing on small scale"
12,Product 12,Pets,0.6087273456041234,0.2,0.6971423992913617,0.9970676691729323,0.7665375934427172,0.48913320790260284,0.6931825177673261,0.5,Test,"Product has a good score, ready for testing on small scale"
2,Product 2,Fitness,,0.45,0.9443718305193469,0.997037037037037,0.7041386557911651,144.66074112289382,,0.5,Great product,Product has an excellent score
5,Product 5,Office,,0.5,0.7276625220964528,0.7411764705882353,0.8082558139534883,,0.3599262848174814,0.5,Great product,Product has an excellent score
6,Product 6,Travel,,0.3,0.858166358825252,0.9978431372549019,0.6526598240876422,312.6425515663363,,0.5,Great product,Product has an excellent score
10,Product 10,Fitness,,0.0,0.5512916790342934,0.74,0.8460658914728683,,0.23800953980773776,0.5,Great product,Product has an excellent score
14,Product 14,Travel,,0.3,0.6861304623179227,0.9975757575757576,0.48138160363920407,648.8122783188938,,0.5,Great product,Product has an excellent score
15,Product 15,Gaming,,0.5,0.3749208359721343,0.7953488372093023,0.5238759689922481,,0.4,0.5,Great product,Product has an excellent score
18,Product 18,Fitness,,0.0,0.599924990623828,0.9978048780487805,0.43407544642720985,816.7158436045339,,0.5,Great product,Product has an excellent score
20,Product 20,Pets,,0.1279979674796748,0.9633446897771658,0.9964666666666666,0.8055276359182676,,0.4,0.5,Great product,Product has an excellent score
