product_id,product_name,product_category,product_score,demand_strength,low_competition_score,expected_margin,logistics_simplicity,supplier_reliability,tiktok_virality,compliance_safety,classification,classification_reason
7,Reusable silicone mask cover,K-beauty accessories,0.6775302825733708,0.46036768814837203,0.6666666666666666,0.6275554024572282,0.7980460541568024,0.97,0.9178934129581844,0.7,Great product,Product has an excellent score
3,Makeup puff,K-beauty accessories,0.6497429123064029,0.7028162454037064,0.3677639046538025,0.6211015911872706,0.5967819116130338,0.9065504178518666,0.9093251884077159,0.7,Great product,Product has an excellent score
13,Compact comb,Hair & scalp care tools,0.6337585862417021,0.6818832598542197,0.6010972379871367,0.4088993414863594,0.4597102969457009,0.9520000000000002,0.801174256888777,0.8,Great product,Product has an excellent score
4,Cosmetic spatula,K-beauty accessories,0.6321355080972951,0.5034900453276675,0.6618993567915248,0.7575000000000001,0.4002633672306626,0.7803281956296444,0.6932396912104254,0.7,Great product,Product has an excellent score
9,Blackhead remover tool kit,K-beauty accessories,0.6296993878829227,0.6264560245221278,0.6618993567915248,0.5545524258958856,0.39103714338683093,0.7838472801040771,0.7730658286581777,0.7,Great product,Product has an excellent score
8,Ice face roller,K-beauty accessories,0.6276311074915069,0.700719769857882,0.3935679152478244,0.501359532660648,0.6593810370037682,0.9120695023262994,0.8132062151233499,0.7,Great product,Product has an excellent score
6,Travel cosmetic bottle,K-beauty accessories,0.6134420604594658,0.6715870354875679,0.23333333333333411,0.6003370786516855,0.7074007383433399,0.9520000000000002,0.7787114535623585,0.7,Great product,Product has an excellent score
16,Hair section clips,Hair & scalp care tools,0.60770143660345,0.6699189889435097,0.5161558834657586,0.5235347776510832,0.514158728871672,0.551635024586007,0.8570418179843633,0.8,Great product,Product has an excellent score
12,Hair towel,Hair & scalp care tools,0.5983089429741064,0.6264427120162773,0.3559213015512683,0.5698349834983498,0.45608855522128156,0.9521059734074222,0.7572755509724302,0.8,Test,"Product has a promising score, ready for testing on small scale"
2,Silicone facial cleansing pad,K-beauty accessories,0.5868672611944091,0.4249505399372698,0.5828225501324253,0.642805920366896,0.651689938643204,0.5913333333333333,0.7620160491257365,0.7,Test,"Product has a promising score, ready for testing on small scale"
5,Cosmetic organizer,K-beauty accessories,0.5767515110795882,0.5965708628297085,0.10752932273931137,0.6777902087110836,0.4567113125957246,0.9520000000000002,0.9467375782250959,0.7,Test,"Product has a promising score, ready for testing on small scale"
15,Heatless hair curler,Hair & scalp care tools,0.572138034644639,0.6502958404309245,0.5634506242905789,0.5752219321148825,0.27082098471622884,0.20238142488589003,0.9450932229560356,0.8,Reject,Product has low supplier reliability score
1,Scalp massage brush,K-beauty accessories,0.5671705906100903,0.6599483075271888,0.20287552024214905,0.47999214762465603,0.5537483861294304,0.8967975127340082,0.8555539026858818,0.7,Test,"Product has a promising score, ready for testing on small scale"
17,Portable detangling brush,Hair & scalp care tools,0.5594836828420527,0.6937060922458362,0.27097994702989026,0.42580828594638503,0.38541560958839194,0.9248321756962361,0.7567473465687578,0.8,Test,"Product has a promising score, ready for testing on small scale"
14,Makeup Brush holder,Hair & scalp care tools,0.5439856701510315,0.5401303570014141,0.7645478622777155,0.544634611311163,0.2645243131480287,0.20238142488589003,0.6042601237951032,0.8,Reject,Product has low supplier reliability score
