product_id,product_name,product_category,product_score,demand_growth,low_competition_score,expected_margin,logistics_simplicity,supplier_reliability,tiktok_virality,compliance_safety,classification,classification_reason
16,Product 16,Electronics,0.3663943516824828,0.19517976426848366,0.12430139771064695,0.3559999999999999,0.636433424865107,0.6515226095477342,0.8274352763194834,0.19999999999999996,Reject,Product has a low score
17,Product 17,Home,0.3616094517142261,0.1952450629081064,0.12326176036419702,0.34976303317535545,0.4829456040164915,0.6546136912763569,0.7943729775000414,0.5,Reject,Product has a low score
18,Product 18,Fitness,0.3536052632762804,0.19530457716076838,0.12229223079903576,0.34414414414414424,0.42068369404999223,0.6749468815615207,0.7692878643630099,0.5,Reject,Product has a low score
15,Product 15,Gaming,0.34675475491643987,0.1951078167115903,0.12626737094202614,0.3291005291005291,0.42095190056840676,0.5254989253136109,0.8725913814182946,0.5,Reject,Product has a low score
4,Product 4,Pets,0.33318157743311916,0.1933634992458522,0.1552850076308977,0.30588235294117644,0.6373494541589575,0.566113177348528,0.4726096735649271,0.5,Reject,Product has a low score
8,Product 8,Electronics,0.3213970295116563,0.19429561148975416,0.1383804894852974,0.3357142857142857,0.603654215583956,0.571684591324156,0.5047029090848986,0.19999999999999996,Reject,Product has a low score
9,Product 9,Home,0.32080805144506735,0.19445977260602826,0.13601332142459427,0.326829268292683,0.46065681579719686,0.5750329607757576,0.5105561269280937,0.5,Reject,Product has a low score
5,Product 5,Office,0.3187798034722248,0.19364035087719297,0.15019147780406825,0.2962025316455696,0.48351560483293377,0.5949471216462364,0.4824464121508195,0.5,Reject,Product has a low score
6,Product 6,Travel,0.3144078982143284,0.19388929484837414,0.146093941869054,0.2888888888888888,0.4216168329834537,0.6269211551785016,0.49085209534450724,0.5,Reject,Product has a low score
1,Product 1,Home,0.29411652869352284,0.19348544973544973,0.1849745439609471,0.18857142857142856,0.5530493603131991,0.481651559295991,0.4256587979226623,0.5,Reject,Product has a low score
7,Product 7,Gaming,0.29116055363222976,0.1941068009917459,0.14269488180709675,0.2831683168316832,0.3810963628553423,0.44532506469704286,0.498190709012987,0.5,Reject,Product has a low score
2,Product 2,Fitness,0.28971521967877795,0.1929292929292929,0.171016222416041,0.19999999999999998,0.467992654409207,0.508978961807256,0.4458249034160021,0.5,Reject,Product has a low score
3,Product 3,Kitchen,0.2890446754995408,0.19308601234830744,0.16189165536288147,0.20701754385964902,0.42237401763586463,0.5367867299576519,0.46075257808606207,0.5,Reject,Product has a low score
20,Product 20,Pets,0.27656967209051336,0.19540903540903543,0.12053250783849143,0.36065573770491804,0.6032362236824007,0.7274090959585066,-0.26584767834518114,0.5,Reject,Product has a low score
13,Product 13,Office,0.25467557530144197,0.19493960340734534,0.1289065409625322,0.3413173652694611,0.5513000398643015,0.6762108644169673,-0.3585519722491989,0.5,Reject,Product has a low score
14,Product 14,Travel,0.24531198786972302,0.19502818161019944,0.12753058606268264,0.3348314606741573,0.4670636628040451,0.49754788628832686,-0.1737862178943203,0.5,Reject,Product has a low score
12,Product 12,Pets,0.24101821477890242,0.19484055555992233,0.13041454282271336,0.34871794871794876,0.7344415595041097,0.6483258362433348,-0.6679516199395501,0.5,Reject,Product has a low score
19,Product 19,Kitchen,0.1470867117037671,0.19535903119924125,0.1213847441366353,0.33905579399141633,0.3804554332030709,0.6997514544757879,-1.268618424895394,0.5,Reject,Product has a low score
11,Product 11,Kitchen,0.13101976890367337,0.1947291734694887,0.13207902479091135,0.31310344827586206,0.359916425611182,0.6205354355863713,-1.2974420519680878,0.5,Reject,Product has a low score
10,Product 10,Fitness,-0.06662266478014858,0.1946031746031746,0.13393147173133815,0.31940298507462683,0.3973383309861139,0.5955684298444118,-3.302310258751878,0.5,Reject,Product has a low score
